,GRADE,temp,dew,humidity,precip,Year,Month,Week,Holiday,Actual Quantity,Predicted Quantity
0,Choice Domestic,19.03333333,7.016666667,48.75,0.424166667,2020,10,43,0,3665,4561
1,Choice Domestic,18.74285714,8.385714286,55.47142857,0.28,2020,11,44,0,3656,6251
2,Choice Domestic,18.78571429,12.24285714,67.85714286,1.072142857,2020,11,45,0,7126,9446
3,Choice Domestic,15.32857143,6.757142857,59,0.01,2020,11,46,0,7095,9075
4,Choice Domestic,16.62857143,10.42857143,69.57142857,0,2020,11,47,0,15525,14576
5,Choice Domestic,15.1,6,59.07142857,0,2020,11,48,0,3209,4016
6,Choice Domestic,14.35714286,0.928571429,43.84285714,0,2020,12,49,0,2816,2987
7,Choice Domestic,14.65714286,6.628571429,61.88571429,0,2020,12,50,0,15096,15176
8,Choice Domestic,13.82857143,6.128571429,63.67142857,0.1,2020,12,51,0,14413,14125
9,Choice Domestic,14.6,6.2,61.25714286,0,2020,12,52,0,9975,11546
10,Choice Domestic,12.77142857,7.814285714,74.78571429,0,2021,1,1,0,10828,12421
11,Choice Domestic,16.14285714,2.585714286,44.02857143,0,2021,1,2,0,14243,15011
12,Choice Domestic,15.41428571,7.885714286,63.78571429,2,2021,1,3,0,21895,23444
13,Choice Domestic,12.51428571,5.171428571,62.7,4.493428571,2021,1,4,0,29582,28258
14,Choice Domestic,14.78571429,9.714285714,72.75714286,0,2021,2,5,0,30460,31996
15,Choice Domestic,14.41428571,8.971428571,70.4,0.152571429,2021,2,6,0,34873,35766
16,Choice Domestic,14.48571429,5.885714286,60.45714286,0.223428571,2021,2,7,0,36472,34936
17,Choice Domestic,15.44285714,5.057142857,55.05714286,0,2021,2,8,0,38612,37463
18,Choice Domestic,14.64285714,6.3,62.14285714,2.315142857,2021,3,9,0,35881,33577
19,Choice Domestic,13.77142857,7.028571429,64.34285714,2.34,2021,3,10,0,27681,28971
20,Choice Domestic,13.8,7.557142857,66.8,0.628857143,2021,3,11,0,33395,32677
21,Choice Domestic,15.28571429,7.714285714,62.57142857,0.224714286,2021,3,12,0,37468,32869
22,Choice Domestic,17.84285714,8.428571429,61.21428571,0,2021,4,13,0,75979,72198
23,Choice Domestic,16.81428571,11.5,71.22857143,0,2021,4,14,0,45840,43557
24,Choice Domestic,16.5,8.985714286,62.18571429,0,2021,4,15,0,29590,33615
25,Choice Domestic,16.48571429,9.657142857,64.82857143,0.06,2021,4,16,0,45651,42616
26,Choice Domestic,17.65714286,10.01428571,62.48571429,0.214714286,2021,5,17,0,29326,27915
27,Choice Domestic,17.62857143,11.77142857,68.95714286,0,2021,5,18,0,42749,37576
28,Choice Domestic,17.55714286,11.57142857,68.11428571,0.16,2021,5,19,0,58994,47421
29,Choice Domestic,17.04285714,10.67142857,66.44285714,0.07,2021,5,20,0,21571,19390
30,Choice Domestic,17.84285714,12.08571429,69.32857143,0,2021,5,21,0,22533,20024
31,Choice Domestic,18.08571429,12.75714286,71.25714286,0,2021,6,22,0,25456,23711
32,Choice Domestic,18.81428571,12.41428571,67.01,0,2021,6,23,0,19082,17504
33,Choice Domestic,19.98571429,15.48571429,75.88571429,0,2021,6,24,0,26736,24721
34,Choice Domestic,20.07142857,14.87142857,72.25714286,0.05,2021,6,25,0,23618,22205
35,Choice Domestic,20.24285714,15.75714286,75.72857143,0,2021,7,26,0,27113,24130
36,Choice Domestic,21.38571429,16.05714286,71.95714286,0,2021,7,27,0,24037,21581
37,Choice Domestic,22.58571429,16.87142857,70.45714286,0,2021,7,28,0,23136,20602
38,Choice Domestic,22.84285714,17.3,71.32857143,0,2021,7,29,0,23274,20425
39,Choice Domestic,21.87142857,17.3,75.87142857,0,2021,8,30,0,20873,16874
40,Choice Domestic,21.01428571,16.11428571,74.21428571,0,2021,8,31,0,24701,20685
41,Choice Domestic,23.52857143,17.9,71.67142857,0.670142857,2021,8,32,0,2996,2800
42,Choice Domestic,22.9,16.97142857,69.42857143,0,2021,8,33,0,0,682
43,Choice Domestic,22.58571429,17.41428571,73.12857143,0,2021,8,34,0,0,968
44,Choice Domestic,22.32857143,16.32857143,69.54285714,0,2021,9,35,0,0,749
45,Choice Domestic,23.5,18.37142857,73.62857143,0,2021,9,36,0,0,957
46,Choice Domestic,20.82857143,14.91428571,69.24285714,0,2021,9,37,0,0,736
47,Choice Domestic,21.71428571,16.27142857,71.97142857,1.47,2021,9,38,0,0,471
48,Choice Domestic,21.37142857,12.55714286,60.87142857,0,2021,10,39,0,0,640
49,Choice Domestic,20.5,14.74285714,70.88571429,2.802142857,2021,10,40,0,0,295
50,Choice Domestic,18.67142857,7.3,51.57142857,0,2021,10,41,0,755,1272
51,Choice Domestic,17.37142857,11.67142857,69.92857143,0,2021,10,42,0,11378,12338
52,Choice Domestic,18.28571429,11.87142857,68.14285714,0.729285714,2021,10,43,0,5288,8061
53,Choice Domestic,16.97142857,12.97142857,77.55714286,0,2021,11,44,0,6895,9451
54,Choice Domestic,19.47142857,9.742857143,57.85714286,0,2021,11,45,0,11302,14436
55,Choice Domestic,16.9,11.25714286,71.67142857,0,2021,11,46,0,14734,16052
56,Choice Domestic,16.21428571,4.6,53.18571429,0,2021,11,47,0,6395,6878
57,Choice Domestic,14.75714286,11.14285714,80.05714286,0,2021,12,48,0,9930,10894
58,Choice Domestic,13.6,8.914285714,74.98571429,0.389571429,2021,12,49,0,11314,11737
59,Choice Domestic,12.1,6.642857143,71.05714286,3.782142857,2021,12,50,0,6059,7310
60,Choice Domestic,13.57142857,9.228571429,76.17142857,3.994142857,2021,12,51,0,5142,7428
61,Choice Domestic,13.24285714,7.814285714,70.8,1.480428571,2022,1,52,0,5137,7163
62,Choice Domestic,11.92857143,7.757142857,76.94285714,0.01,2022,1,1,0,13272,13486
63,Choice Domestic,15.42857143,6.1,57.11428571,0.122142857,2022,1,2,0,16882,16885
64,Choice Domestic,14.37142857,9.128571429,73.47142857,0.455571429,2022,1,3,0,43700,36569
65,Choice Domestic,13.37142857,5.114285714,62.04285714,0,2022,1,4,0,32360,30971
66,Choice Domestic,12.65714286,2.757142857,55.78571429,0,2022,2,5,0,12564,16572
67,Choice Domestic,17.7,0.857142857,36.1,0,2022,2,6,0,26528,26091
68,Choice Domestic,13.55714286,6.485714286,65.47142857,0.670428571,2022,2,7,0,22228,21957
69,Choice Domestic,12.34285714,3.314285714,56.35714286,1.430142857,2022,2,8,0,17445,17986
70,Choice Domestic,14.65714286,5.928571429,60.74285714,2.093,2022,3,9,0,20290,21267
71,Choice Domestic,13.95714286,5.985714286,61.82857143,0,2022,3,10,0,9184,11904
72,Choice Domestic,15.78571429,11.11428571,75.44285714,1.046571429,2022,3,11,0,9315,12459
73,Choice Domestic,16.94285714,10.22857143,68.17142857,0,2022,3,12,0,15786,16498
74,Choice Domestic,15.48571429,11.44285714,77.31428571,2.340142857,2022,4,13,0,10132,13534
75,Choice Domestic,18.51428571,10.61428571,67.34285714,0,2022,4,14,0,17623,17914
76,Choice Domestic,15.67142857,9.057142857,66.08571429,0,2022,4,15,0,12960,14897
77,Choice Domestic,16.47142857,10.4,69.17142857,0.08,2022,4,16,0,3692,6236
78,Choice Domestic,16.81428571,10.01428571,66.72857143,0,2022,5,17,0,417,1223
79,Choice Domestic,16.41428571,11.85714286,74.88571429,0,2022,5,18,0,501,1097
80,Choice Domestic,17.28571429,8.371428571,58.37142857,0,2022,5,19,0,0,1270
81,Choice Domestic,16.24285714,12.1,76.85714286,0.101571429,2022,5,20,0,2599,3359
82,Choice Domestic,16.65714286,12.24285714,75.55714286,0,2022,5,21,0,0,2084
83,Choice Domestic,17.4,13.08571429,75.97142857,0,2022,6,22,0,3228,4281
84,Choice Domestic,18.04285714,15.3,84.45714286,0,2022,6,23,0,3398,3680
85,Choice Domestic,18,13.6,75.92857143,0,2022,6,24,0,4225,6287
86,Choice Domestic,20.24285714,15.98571429,77.38571429,0,2022,6,25,0,665,2087
87,Choice Domestic,20.44285714,16.3,77.75714286,0,2022,7,26,0,312,1020
88,Choice Domestic,19.74285714,15.57142857,77.25714286,0,2022,7,27,0,0,169
89,Choice Domestic,18.95714286,15.82857143,82.44285714,0,2022,7,28,0,0,82
90,Choice Domestic,20.92857143,16.68571429,77.31428571,0,2022,7,29,0,0,198
91,Choice Domestic,21.5,16.68571429,74.4,0,2022,7,30,0,0,1237
92,Choice Domestic,22.75714286,18.24285714,76.28571429,0,2022,8,31,0,0,684
93,Choice Domestic,23.74285714,18.8,74.71428571,0,2022,8,32,0,0,139
94,Choice Domestic,22.62857143,18.05714286,75.7,0,2022,8,33,0,0,-14
95,Choice Domestic,22.55714286,17.72857143,74.62857143,0,2022,8,34,0,0,15
96,Choice Domestic,25.7,18.71428571,66.84285714,0,2022,9,35,0,0,-428
97,Choice Domestic,25.81428571,20.25714286,72.97142857,1.449714286,2022,9,36,0,0,-115
98,Choice Domestic,21.97142857,16.6,71.94285714,0,2022,9,37,0,0,-89
99,Choice Domestic,22.4,16.85714286,71.84285714,0,2022,9,38,0,0,-7
100,Choice Domestic,21.48571429,17.14285714,76.92857143,0,2022,10,39,0,0,5
101,Choice Domestic,20.51428571,16.92857143,80.25714286,0,2022,10,40,0,0,-151
102,Choice Domestic,20.17142857,15.82857143,76.57142857,0.160142857,2022,10,41,0,0,83
103,Choice Domestic,20.81428571,14.15714286,68.24285714,0.107857143,2022,10,42,0,5960,6114
104,Choice Domestic,18.01428571,11.64285714,68.48571429,0,2022,10,43,0,8139,7820
105,Choice Domestic,16.4,8.928571429,63.25714286,0.182571429,2022,11,44,0,7165,7223
106,Choice Domestic,14.77142857,8.9,69.8,2.425285714,2022,11,45,0,4991,6215
107,Choice Domestic,14.45714286,4.8,57.24285714,0,2022,11,46,0,9747,10164
108,Choice Domestic,14.7,3.014285714,51.24285714,0,2022,11,47,0,7174,6879
109,Choice Domestic,14.65714286,8.971428571,69.94285714,0.01,2022,12,48,0,9291,10696
110,Choice Domestic,13.04285714,8.114285714,72.9,1.583285714,2022,12,49,0,8644,9539
111,Choice Domestic,11.55714286,4.785714286,66.02857143,1.570142857,2022,12,50,0,11952,13407
112,Choice Domestic,12.91428571,6.542857143,68.81428571,0,2022,12,51,0,12645,13856
113,Choice Domestic,15.14285714,10.7,76.67142857,3.93,2023,1,52,0,21714,21034
114,Choice Domestic,15.14285714,10.7,76.67142857,3.93,2023,1,52,0,21714,8439
115,Choice Domestic,14.15714286,11.71428571,85.98571429,0.793857143,2023,12,52,0,21714,21034
116,Choice Domestic,14.15714286,11.71428571,85.98571429,0.793857143,2023,12,52,0,21714,8439
117,Choice Domestic,14.25714286,9.9,76.54285714,1.888142857,2023,1,1,0,18784,18238
118,Choice Domestic,14.07142857,9.471428571,75.95714286,6.243714286,2023,1,2,0,23644,21272
119,Choice Domestic,11.95714286,6.514285714,70.47142857,4.116571429,2023,1,3,0,23081,22700
120,Choice Domestic,12.88571429,2.314285714,53.21428571,0,2023,1,4,0,26778,32144
121,Choice Domestic,12.51428571,5.785714286,66.17142857,1.239142857,2023,2,5,0,34348,35235
122,Choice Domestic,14.07142857,2.971428571,51.45714286,1.157142857,2023,2,6,0,41899,41908
123,Choice Domestic,12.35714286,1.8,52.77142857,0.480857143,2023,2,7,0,47607,45665
124,Choice Domestic,12.27142857,5.914285714,66.17142857,4.105428571,2023,2,8,0,36550,35983
125,Choice Domestic,11.9,5.357142857,65.21428571,1.009428571,2023,3,9,0,11250,14401
126,Choice Domestic,13.64285714,9,74.62857143,2.113428571,2023,3,10,0,42817,40685
127,Choice Domestic,14.82857143,10.3,75.9,4.279714286,2023,3,11,0,34490,33839
128,Choice Domestic,13.88571429,8.171428571,69.51428571,3.834285714,2023,3,12,0,22694,23416
129,Choice Domestic,13.74285714,7.357142857,67.27142857,1.273857143,2023,4,13,0,55818,54438
130,Choice Domestic,14.08571429,6.342857143,62.48571429,0,2023,4,14,0,49947,47821
131,Choice Domestic,14.22857143,10.32857143,78.11428571,0.269428571,2023,4,15,0,30034,31411
132,Choice Domestic,16.74285714,9.728571429,66.1,0.101571429,2023,4,16,0,45993,43027
133,Choice Domestic,16.21428571,12.14285714,77.04285714,0,2023,4,17,0,20436,18792
134,Choice Domestic,16,9.471428571,65.88571429,0.374428571,2023,5,18,0,9277,9268
135,Choice Domestic,16.41428571,11.71428571,74.11428571,0,2023,5,19,0,5365,7058
136,Choice Domestic,16.75714286,13.41428571,80.81428571,0,2023,5,20,0,12534,11323
137,Choice Domestic,16.72857143,12.01428571,74.18571429,0,2023,5,21,0,5048,6303
138,Choice Domestic,17.2,12.32857143,73.51428571,0,2023,6,22,0,20855,19034
139,Choice Domestic,17.54285714,12.51428571,72.94285714,0.11,2023,6,23,0,11604,11894
140,Choice Domestic,18.17142857,14.14285714,77.61428571,0,2023,6,24,0,37336,30339
141,Choice Domestic,18.34285714,12.95714286,71.7,0,2023,6,25,0,35810,28862
142,Choice Domestic,18.7,14.24285714,75.75714286,0,2023,7,26,0,25230,21311
143,Choice Domestic,18.54285714,14.22857143,76.5,0,2023,7,27,0,5068,6382
144,Choice Domestic,21.05714286,16.82857143,77.85714286,0,2023,7,28,0,0,1306
145,Choice Domestic,21.22857143,17.85714286,81.71428571,0,2023,7,29,0,0,1230
146,Choice Domestic,22.01428571,18.7,82.2,0,2023,7,30,0,0,1000
147,Choice Domestic,21.78571429,17.88571429,79.01428571,0,2023,8,31,0,0,1225
148,Choice Domestic,22.01428571,17.84285714,77.74285714,0,2023,8,32,0,0,255
149,Choice Domestic,21.24285714,18.22857143,83.3,6.463142857,2023,8,33,0,0,236
150,Choice Domestic,21.11428571,17.52857143,80.61428571,0.08,2023,8,34,0,0,128
151,Choice Domestic,22.52857143,18.81428571,80.35714286,0.05,2023,9,35,0,0,176
152,Choice Domestic,22.54285714,17.51428571,73.95714286,0,2023,9,36,0,0,326
153,Choice Domestic,21.55714286,17.01428571,75.7,0,2023,9,37,0,0,494
154,Choice Domestic,20.27142857,15.58571429,74.82857143,0.143714286,2023,9,38,0,0,473
155,Choice Domestic,19.5,14.98571429,75.82857143,0.01,2023,10,39,0,0,607
156,Choice Domestic,20.12857143,15.64285714,76.84285714,0,2023,10,40,0,0,484
157,Choice Domestic,19.57142857,15.78571429,79.51428571,0.03,2023,10,41,0,0,248
158,Choice Domestic,19.81428571,16.74285714,83.31428571,0,2023,10,42,0,0,1206
159,Choice Domestic,18.32857143,13.44285714,74.95714286,0.02,2023,10,43,0,5787,7606
160,Choice Domestic,17.32857143,3.9,46.9,0,2023,11,44,0,10705,11083
161,Choice Domestic,16.52857143,7.657142857,60.65714286,0,2023,11,45,0,17617,15964
162,Choice Domestic,17.2,11.77142857,73.37142857,0.753571429,2023,11,46,0,16738,17098
163,Choice Domestic,16.11428571,6.928571429,58.04285714,0.04,2023,11,47,0,13946,13180
164,Choice Domestic,14.32857143,8.185714286,69.5,1.01,2023,12,48,0,6601,8907
165,Choice Domestic,14.88571429,7.971428571,68.3,0,2023,12,49,0,12485,13478
166,Choice Domestic,14.77142857,6.214285714,60.2,0,2023,12,50,0,8906,12573
167,Choice Domestic,16.17142857,11.92857143,77.37142857,1.376428571,2023,12,51,0,6165,8093
168,Choice Domestic,12.93333333,9.066666667,78.5,1.248333333,2024,1,1,0,3451,3553
169,Choice Export,19.03333333,7.016666667,48.75,0.424166667,2020,10,43,0,0,-244
170,Choice Export,18.74285714,8.385714286,55.47142857,0.28,2020,11,44,0,0,173
171,Choice Export,18.78571429,12.24285714,67.85714286,1.072142857,2020,11,45,0,0,240
172,Choice Export,15.32857143,6.757142857,59,0.01,2020,11,46,0,0,-488
173,Choice Export,16.62857143,10.42857143,69.57142857,0,2020,11,47,0,0,800
174,Choice Export,15.1,6,59.07142857,0,2020,11,48,0,0,-646
